Region_id,Region_type,City_Name,State_abrv,Neighborhood,County
6376,city,Pagosa Springs, CO, Archuleta County,
6373,city,Oyster Creek, TX, Houston-The Woodlands-Sugar Land, Brazoria County
6371,city,Oyens, IA, Sioux City, Plymouth County
6368,city,Owosso, MI, Shiawassee County,
6366,city,Owasa, IA, Hardin County,
6365,city,Oviedo, FL, Orlando-Kissimmee-Sanford, Seminole County
6363,city,Ouray, CO, Ouray County,
6362,city,Otto, WY, Big Horn County,
6359,city,Otter Creek, FL, Levy County,
6358,city,Otis, CO, Washington County,
6356,city,Ostrander, MN, Rochester, Fillmore County
6354,city,Osseo, WI, Trempealeau County,
6352,city,Osceola Mills, PA, DuBois, Clearfield County
6351,city,Osceola, AR, Blytheville, Mississippi County
6349,city,Orrville, OH, Wooster, Wayne County
6348,city,Orrington, ME, Bangor, Penobscot County
6347,city,Orr, MN, Duluth, Saint Louis County
6344,city,Orland, ME, Hancock County,
6343,city,Orland, CA, Glenn County,
6341,city,Orient, WA, Ferry County,
6339,city,Ordway, CO, Crowley County,
6334,city,Orange Park, FL, Jacksonville, Clay County
6333,city,Orange City, FL, Deltona-Daytona Beach-Ormond Beach, Volusia County
6330,city,Opp, AL, Covington County,
6328,city,Opdyke, IL, Mount Vernon, Jefferson County
6323,city,Oneida, IA, Delaware County,
6322,city,Onaway, MI, Presque Isle County,
6321,city,Omer, MI, Arenac County,
6319,city,Olyphant, PA, Scranton--Wilkes-Barre--Hazleton, Lackawanna County
6317,city,Olney, MD, Washington-Arlington-Alexandria, Montgomery County
6316,city,Olmos Park, TX, San Antonio-New Braunfels, Bexar County
6314,city,Olivia, MN, Renville County,
6312,city,Olive Hill, KY, Carter County,
6310,city,Oldtown, MD, Cumberland, Allegany County
6308,city,Old Washington, OH, Cambridge, Guernsey County
6306,city,Old Town, ME, Bangor, Penobscot County
6303,city,Old Monroe, MO, St. Louis, Lincoln County
6300,city,Old Fields, WV, Hardy County,
6295,city,Oklaunion, TX, Vernon, Wilbarger County
6294,city,Okemos, MI, Lansing-East Lansing, Ingham County
6293,city,Oilton, TX, Laredo, Webb County
6292,city,Ohio City, OH, Van Wert, Van Wert County
6291,city,Oglesby, IL, Ottawa-Peru, La Salle County
6289,city,Ogden, IL, Champaign-Urbana, Champaign County
6287,city,Odessa, WA, Lincoln County,
6286,city,Odessa, TX, Ector County,
6285,city,Oceanside, CA, San Diego-Carlsbad, San Diego County
6284,city,Obert, NE, Cedar County,
6282,city,Oberlin, LA, Allen Parish,
6279,city,Oakwood, VA, Buchanan County,
6278,city,Oakwood, OH, Dayton, Montgomery County
6277,city,Oakwood, IL, Danville, Vermilion County
6276,city,Oakwood, GA, Gainesville, Hall County
6275,city,Oakville, WA, Aberdeen, Grays Harbor County
6274,city,Oakton, VA, Washington-Arlington-Alexandria, Fairfax County
6273,city,Oakman, AL, Birmingham-Hoover, Walker County
6272,city,Oakley, UT, Summit Park, Summit County
6270,city,Oakdale, IL, Washington County,
6269,city,Oak Park, MN, St. Cloud, Benton County
6268,city,Oak Park, IL, Chicago-Naperville-Elgin, Cook County
6267,city,Oak Lawn, IL, Chicago-Naperville-Elgin, Cook County
6256,city,Norwood, MA, Boston-Cambridge-Newton, Norfolk County
6255,city,Norton, VA, Big Stone Gap, Norton City
6254,city,Norton, OH, Akron, Summit County
6253,city,Northwood, NH, Boston-Cambridge-Newton, Rockingham County
6251,city,Northville, MI, Detroit-Warren-Dearborn, Wayne County
6250,city,Northumberland, PA, Sunbury, Northumberland County
6242,city,North Wales, PA, Philadelphia-Camden-Wilmington, Montgomery County
6241,city,North Vernon, IN, Jennings County,
6240,city,North Troy, VT, Orleans County,
6239,city,North Star, OH, Greenville, Darke County
6236,city,North Salem, IN, Indianapolis-Carmel-Anderson, Hendricks County
6231,city,North Perry, OH, Cleveland-Elyria, Lake County
6229,city,North Miami, FL, Miami-Fort Lauderdale-West Palm Beach, Miami-Dade County
6227,city,North Kingsville, OH, Ashtabula, Ashtabula County
6223,city,North Falmouth, MA, Barnstable Town, Barnstable County
6218,city,North Charleston, SC, Charleston-North Charleston, Charleston County
6216,city,North Buena Vista, IA, Clayton County,
6215,city,North Barrington, IL, Chicago-Naperville-Elgin, Lake County
6210,city,Norfolk, VA, Virginia Beach-Norfolk-Newport News, Norfolk City
6200,city,Niantic, CT, Norwich-New London, New London County
6199,city,Newtown, MO, Putnam County,
6198,city,Newtonia, MO, Joplin, Newton County
6196,city,Newton Falls, OH, Youngstown-Warren-Boardman, Trumbull County
6190,city,Newington, GA, Screven County,
6189,city,Newfields, NH, Boston-Cambridge-Newton, Rockingham County
6188,city,Newbury, MA, Boston-Cambridge-Newton, Essex County
6187,city,Newburg, WV, Morgantown, Preston County
6186,city,Newburg, MD, Washington-Arlington-Alexandria, Charles County
6184,city,Newberry, SC, Newberry County,
6183,city,Newark, DE, Philadelphia-Camden-Wilmington, New Castle County
6181,city,New York, NY, New York-Newark-Jersey City, Queens County
6177,city,New Smyrna Beach, FL, Deltona-Daytona Beach-Ormond Beach, Volusia County
6172,city,New Port Richey, FL, Tampa-St. Petersburg-Clearwater, Pasco County
6171,city,New Plymouth, OH, Vinton County,
6167,city,New Market, AL, Huntsville, Madison County
6166,city,New Madison, OH, Greenville, Darke County
6165,city,New London, WI, Waupaca County,
6164,city,New Lisbon, WI, Juneau County,
6163,city,Town Of New Lebanon, NY, Hudson, Columbia County
6159,city,New Home, TX, Lubbock, Lynn County
6155,city,New Haven, CT, New Haven-Milford, New Haven County
6153,city,New Hartford, CT, Torrington, Litchfield County
6150,city,New Galilee, PA, Pittsburgh, Beaver County
6149,city,New Freedom, PA, York-Hanover, York County
6147,city,New Castle, IN, Henry County,
6145,city,New Carrollton, MD, Washington-Arlington-Alexandria, Prince Georges County
6144,city,New Bremen, OH, Wapakoneta, Auglaize County
6143,city,New Braintree, MA, Worcester, Worcester County
6141,city,New Bavaria, OH, Henry County,
6140,city,Town Of New Baltimore, NY, Greene County,
6139,city,New Baltimore, MI, Detroit-Warren-Dearborn, Macomb County
6138,city,New Albany, KS, Wilson County,
6137,city,New Albany, IN, Louisville/Jefferson County, Floyd County
6136,city,Nevada, MO, Vernon County,
6135,city,Nevada, IA, Ames, Story County
6134,city,Nether Providence Township, PA, Philadelphia-Camden-Wilmington, Delaware County
6132,city,Nemo, SD, Spearfish, Lawrence County
6129,city,Nebraska City, NE, Otoe County,
6127,city,Nazareth, PA, Allentown-Bethlehem-Easton, Northampton County
6125,city,Navasota, TX, Grimes County,
6122,city,Nauvoo, AL, Birmingham-Hoover, Walker County
6120,city,Natick, MA, Boston-Cambridge-Newton, Middlesex County
6119,city,Nassawadox, VA, Northampton County,
6118,city,Nashville, TN, Nashville-Davidson--Murfreesboro--Franklin, Davidson County
6117,city,Nashville, KS, Wichita, Kingman County
6115,city,Naples, ME, Portland-South Portland, Cumberland County
6114,city,Naples, ID, Boundary County,
6112,city,Napa, CA, Napa County,
6106,city,Myers Flat, CA, Eureka-Arcata-Fortuna, Humboldt County
6105,city,Muse, OK, Fort Smith, LeFlore County
6103,city,Murrieta, CA, Riverside-San Bernardino-Ontario, Riverside County
6102,city,Murray, UT, Salt Lake City, Salt Lake County
6101,city,Murphysboro, IL, Carbondale-Marion, Jackson County
6096,city,Munford, AL, Talladega-Sylacauga, Talladega County
6095,city,Muncie, IL, Danville, Vermilion County
6093,city,Moyers, OK, Pushmataha County,
6090,city,Mountain Park, OK, Kiowa County,
6085,city,Mount Vernon, AR, Little Rock-North Little Rock-Conway, Faulkner County
6084,city,Mount Union, PA, Huntingdon, Huntingdon County
6081,city,Mount Sterling, OH, Columbus, Madison County
6079,city,Mount Pocono, PA, East Stroudsburg, Monroe County
6075,city,Mount Pleasant, IA, Henry County,
6070,city,Mount Holly, AR, El Dorado, Union County
6069,city,Mount Gilead, OH, Columbus, Morrow County
6068,city,Mount Ephraim, NJ, Philadelphia-Camden-Wilmington, Camden County
6067,city,Mount Dora, FL, Orlando-Kissimmee-Sanford, Lake County
6066,city,Mount Crawford, VA, Harrisonburg, Rockingham County
6062,city,Mount Carmel, IL, Wabash County,
6060,city,Mount Arlington, NJ, New York-Newark-Jersey City, Morris County
6059,city,Mound Valley, KS, Parsons, Labette County
6057,city,Moscow, ID, Latah County,
6055,city,Morton Grove, IL, Chicago-Naperville-Elgin, Cook County
6054,city,Morton, MN, Renville County,
6052,city,Morrisville, VT, Lamoille County,
6051,city,Morrisville, NY, Syracuse, Madison County
6050,city,Morrisville, NC, Raleigh, Wake County
6048,city,Morrison, TN, McMinnville, Warren County
6046,city,Moroni, UT, Sanpete County,
6043,city,Morgan Hill, CA, San Jose-Sunnyvale-Santa Clara, Santa Clara County
6041,city,Morehead City, NC, Carteret County,
6038,city,Moran, MI, Mackinac County,
6037,city,Moran, KS, Allen County,
6035,city,Moose Pass, AK, Kenai Peninsula Borough,
6033,city,Mooresville, AL, Huntsville, Limestone County
6032,city,Moore, OK, Oklahoma City, Cleveland County
6031,city,Moody, MO, West Plains, Howell County
6030,city,Monument, CO, Colorado Springs, El Paso County
6029,city,Montrose, IL, Effingham, Effingham County
6028,city,Montreat, NC, Asheville, Buncombe County
6027,city,Montpelier, ND, Lamoure County,
6026,city,Montpelier, LA, Baton Rouge, Saint Helena Parish
6025,city,Monticello, WI, Madison, Green County
6023,city,Montfort, WI, Platteville, Grant County
6022,city,Montezuma, GA, Macon County,
6021,city,Monterey Park, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
6020,city,Monterey, TN, Cookeville, Putnam County
6019,city,Montebello, VA, Charlottesville, Nelson County
6016,city,Monroe, OR, Corvallis, Benton County
6015,city,Monroe, OH, Cincinnati, Butler County
6013,city,Monmouth, IA, Cedar Rapids, Jones County
6012,city,Monkton, VT, Addison County,
6010,city,Monessen, PA, Pittsburgh, Westmoreland County
6009,city,Mondovi, WI, Buffalo County,
6008,city,Moncks Corner, SC, Charleston-North Charleston, Berkeley County
6007,city,Mona, UT, Provo-Orem, Juab County
6004,city,Molalla, OR, Portland-Vancouver-Hillsboro, Clackamas County
6003,city,Mohawk, TN, Greeneville, Greene County
6002,city,Mohawk, NY, Utica-Rome, Herkimer County
6000,city,Mitchellville, IA, Des Moines-West Des Moines, Polk County
5996,city,Misenheimer, NC, Albemarle, Stanly County
5994,city,Mira Loma, CA, Riverside-San Bernardino-Ontario, Riverside County
5992,city,Minot AFB, ND, Minot, Ward County
5990,city,Minor Hill, TN, Giles County,
5989,city,Minocqua, WI, Oneida County,
5986,city,Minnetrista, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
5985,city,Minneola, KS, Clark County,
5983,city,Minneapolis, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
5982,city,Minier, IL, Peoria, Tazewell County
5979,city,Mineral Springs, NC, Charlotte-Concord-Gastonia, Union County
5978,city,Mineral City, OH, New Philadelphia-Dover, Tuscarawas County
5977,city,Mineral, TX, Beeville, Bee County
5976,city,Milwaukee, WI, Milwaukee-Waukesha-West Allis, Milwaukee County
5974,city,Milton Center, OH, Toledo, Wood County
5972,city,Milton, FL, Pensacola-Ferry Pass-Brent, Santa Rosa County
5971,city,Milner, GA, Atlanta-Sandy Springs-Roswell, Lamar County
5970,city,Millwood, GA, Waycross, Ware County
5969,city,Millville, IA, Clayton County,
5967,city,Milltown, NJ, New York-Newark-Jersey City, Middlesex County
5966,city,Millstone, KY, Letcher County,
5963,city,Millington, TN, Memphis, Shelby County
5961,city,Millersburg, KY, Lexington-Fayette, Bourbon County
5960,city,Miller Place, NY, New York-Newark-Jersey City, Suffolk County
5959,city,Milledgeville, IL, Carroll County,
5958,city,Milledgeville, GA, Baldwin County,
5954,city,Mill Creek, WV, Elkins, Randolph County
5952,city,Milford, PA, New York-Newark-Jersey City, Pike County
5948,city,Midway, WV, Beckley, Raleigh County
5947,city,Midway, TX, Madison County,
5944,city,Midway, AR, Malvern, Hot Spring County
5941,city,Middleville, NY, Utica-Rome, Herkimer County
5939,city,Middletown, VA, Winchester, Frederick County
5937,city,Middletown, NY, New York-Newark-Jersey City, Orange County
5936,city,Middleton, MA, Boston-Cambridge-Newton, Essex County
5933,city,Middlebrook, VA, Staunton-Waynesboro, Augusta County
5932,city,Middle Point, OH, Van Wert, Van Wert County
5927,city,Michigan City, MS, Memphis, Benton County
5926,city,Miami Lakes, FL, Miami-Fort Lauderdale-West Palm Beach, Miami-Dade County
5924,city,Miami Beach, FL, Miami-Fort Lauderdale-West Palm Beach, Miami-Dade County
5923,city,Miami, OK, Ottawa County,
5917,city,Metropolis, IL, Paducah, Massac County
5915,city,Metamora, MI, Detroit-Warren-Dearborn, Lapeer County
5914,city,Metairie, LA, New Orleans-Metairie, Jefferson Parish
5910,city,Mesilla, NM, Las Cruces, Dona Ana County
5907,city,Mesa, WA, Kennewick-Richland, Franklin County
5904,city,Merigold, MS, Cleveland, Bolivar County
5901,city,Mendota Heights, MN, Minneapolis-St. Paul-Bloomington, Dakota County
5900,city,Melvindale, MI, Detroit-Warren-Dearborn, Wayne County
5899,city,Melbourne, IA, Marshalltown, Marshall County
5898,city,Melbourne, AR, Izard County,
5897,city,Meigs, GA, Thomasville, Thomas County
5894,city,Medina, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
5893,city,Media, IL, Burlington, Henderson County
5892,city,Medford, WI, Taylor County,
5891,city,Medford, OR, Jackson County,
5890,city,Mechanicville, NY, Albany-Schenectady-Troy, Saratoga County
5889,city,Mechanicsville, MD, California-Lexington Park, Saint Marys County
5888,city,Meadview, AZ, Lake Havasu City-Kingman, Mohave County
5885,city,Meadowlakes, TX, Burnet County,
5875,city,McKeesport, PA, Pittsburgh, Allegheny County
5873,city,McGuffey, OH, Hardin County,
5862,city,McAdoo, PA, Pottsville, Schuylkill County
5860,city,Mc Minnville, TN, McMinnville, Warren County
5857,city,Mc Kenzie, TN, Carroll County,
5856,city,Mc Henry, MS, Stone County,
5853,city,Mc David, FL, Pensacola-Ferry Pass-Brent, Escambia County
5849,city,Mayville, ND, Traill County,
5848,city,Maysville, IA, Davenport-Moline-Rock Island, Scott County
5847,city,Mayodan, NC, Greensboro-High Point, Rockingham County
5846,city,Mayfield Heights, OH, Cleveland-Elyria, Cuyahoga County
5844,city,Mayfield, KY, Graves County,
5843,city,Mayer, MN, Minneapolis-St. Paul-Bloomington, Carver County
5841,city,Maxwell, NE, North Platte, Lincoln County
5840,city,Matawan, NJ, New York-Newark-Jersey City, Monmouth County
5838,city,Massapequa Park, NY, New York-Newark-Jersey City, Nassau County
5835,city,Mason, WV, Point Pleasant, Mason County
5834,city,Mason, OH, Cincinnati, Warren County
5833,city,Marysville, MI, Detroit-Warren-Dearborn, Saint Clair County
5832,city,Maryneal, TX, Sweetwater, Nolan County
5831,city,Marydel, DE, Dover, Kent County
5829,city,Marvell, AR, Helena-West Helena, Phillips County
5826,city,Martinsville, MO, Harrison County,
5825,city,Martinsburg, NE, Sioux City, Dixon County
5822,city,Marsland, NE, Dawes County,
5820,city,Marshallville, OH, Wooster, Wayne County
5818,city,Marquette Heights, IL, Peoria, Tazewell County
5817,city,Marquette, KS, McPherson, McPherson County
5811,city,Marion, KY, Crittenden County,
5808,city,Marenisco, MI, Gogebic County,
5806,city,Marco Island, FL, Naples-Immokalee-Marco Island, Collier County
5803,city,Marbury, AL, Montgomery, Autauga County
5802,city,Marblehead, MA, Boston-Cambridge-Newton, Essex County
5801,city,Marathon, TX, Brewster County,
5800,city,Marathon, IA, Storm Lake, Buena Vista County
5799,city,Maplewood, MO, St. Louis, Saint Louis County
5793,city,Maple, WI, Duluth, Douglas County
5792,city,Maple, NC, Virginia Beach-Norfolk-Newport News, Currituck County
5790,city,Manville, WY, Niobrara County,
5789,city,Manteno, IL, Kankakee, Kankakee County
5787,city,Mansfield, MA, Providence-Warwick, Bristol County
5785,city,Manor, TX, Austin-Round Rock, Travis County
5779,city,Manitou, KY, Madisonville, Hopkins County
5777,city,Manila, AR, Blytheville, Mississippi County
5775,city,Manchester, TN, Tullahoma-Manchester, Coffee County
5773,city,Manchester Township, NJ, New York-Newark-Jersey City, Ocean County
5772,city,Manchester, NH, Manchester-Nashua, Hillsborough County
5771,city,Manchester, MA, Boston-Cambridge-Newton, Essex County
5768,city,Malone, WI, Fond du Lac, Fond du Lac County
5767,city,Malone, TX, Hill County,
5765,city,Malmo, NE, Omaha-Council Bluffs, Saunders County
5763,city,Malden on Hudson, NY, Kingston, Ulster County
5758,city,Maidstone, VT, Berlin, Essex County
5753,city,Madison Lake, MN, Mankato-North Mankato, Blue Earth County
5751,city,Madison, MS, Jackson, Madison County
5746,city,Macedonia, OH, Akron, Summit County
5745,city,Macclenny, FL, Jacksonville, Baker County
5743,city,Lytle Creek, CA, Riverside-San Bernardino-Ontario, San Bernardino County
5741,city,Lyons, GA, Vidalia, Toombs County
5740,city,Lynnville, TN, Giles County,
57356,city,Homestead, IA, Iowa County,
57352,city,Hinckley, IL, Chicago-Naperville-Elgin, DeKalb County
57351,city,Hillsville, VA, Carroll County,
57350,city,Gandeeville, WV, Roane County,
57349,city,Galva, IA, Ida County,
57344,city,Beloit, OH, Youngstown-Warren-Boardman, Mahoning County
57343,city,Cairo, NE, Grand Island, Hall County
57342,city,Albion, WA, Pullman, Whitman County
57340,city,Cushing, NE, Grand Island, Howard County
57336,city,Bakersfield, MO, Ozark County,
57335,city,Dana, IN, Terre Haute, Vermillion County
5733,city,Luverne, ND, Barnes County,
57326,city,Biwabik, MN, Duluth, Saint Louis County
57321,city,Woodstock, MN, Pipestone County,
57320,city,Woodhaven, MI, Detroit-Warren-Dearborn, Wayne County
57319,city,Wolcott, VT, Lamoille County,
57317,city,Winchester, CA, Riverside-San Bernardino-Ontario, Riverside County
57313,city,West Salem, OH, Wooster, Wayne County
57311,city,West Brooklyn, IL, Dixon, Lee County
57310,city,Wellsburg, IA, Waterloo-Cedar Falls, Grundy County
57304,city,Warner, OK, Muskogee, Muskogee County
57302,city,Wallace, SD, Watertown, Codington County
5730,city,Luther, IA, Boone, Boone County
57299,city,Victor, ID, Jackson, Teton County
57298,city,Washington, VA, Washington-Arlington-Alexandria, Rappahannock County
57297,city,Ware Shoals, SC, Greenville-Anderson-Mauldin, Laurens County
57294,city,Verona, PA, Pittsburgh, Allegheny County
5729,city,Luray, VA, Page County,
57289,city,Pound, VA, Big Stone Gap, Wise County
57288,city,Oconto Falls, WI, Green Bay, Oconto County
57282,city,Rockville, VA, Richmond, Hanover County
57280,city,New Waverly, IN, Logansport, Cass County
57279,city,Maurice, IA, Sioux County,
57278,city,New England, ND, Hettinger County,
57277,city,Reedley, CA, Fresno, Fresno County
57274,city,Mount Vernon, OR, Grant County,
57270,city,East China, MI, Detroit-Warren-Dearborn, Saint Clair County
57269,city,Harmony, ME, Somerset County,
57261,city,Dike, TX, Sulphur Springs, Hopkins County
5726,city,Lukeville, AZ, Tucson, Pima County
57258,city,Gorham, IL, Carbondale-Marion, Jackson County
57257,city,Hoyleton, IL, Washington County,
57255,city,Hillview, KY, Louisville/Jefferson County, Bullitt County
57254,city,Hawthorne, FL, Palatka, Putnam County
57253,city,Guntersville, AL, Albertville, Marshall County
57251,city,Pratt, WV, Charleston, Kanawha County
5725,city,Ludlow, MA, Springfield, Hampden County
57247,city,Fredericksburg, IA, Chickasaw County,
57246,city,Fountain City, IN, Richmond, Wayne County
57244,city,Fort Branch, IN, Gibson County,
57243,city,Forest Heights, MD, Washington-Arlington-Alexandria, Prince Georges County
57235,city,Glendale, UT, Kane County,
57234,city,Glen Arm, MD, Baltimore-Columbia-Towson, Baltimore County
57233,city,Glasgow, VA, Rockbridge County,
57232,city,Galeton, PA, Potter County,
57231,city,Foster City, MI, Iron Mountain, Dickinson County
57230,city,Forest Hill, LA, Alexandria, Rapides Parish
57229,city,Ferndale, MI, Detroit-Warren-Dearborn, Oakland County
57227,city,Patrick Springs, VA, Patrick County,
57225,city,Pardeeville, WI, Madison, Columbia County
57220,city,Firebrick, KY, Lewis County,
57218,city,Felton, CA, Santa Cruz-Watsonville, Santa Cruz County
57216,city,Farina, IL, Fayette County,
57213,city,Jessieville, AR, Hot Springs, Garland County
57212,city,Forest Falls, CA, Riverside-San Bernardino-Ontario, San Bernardino County
57210,city,Town Of Guilford, NY, Chenango County,
5721,city,Lucerne Valley, CA, Riverside-San Bernardino-Ontario, San Bernardino County
57208,city,La Valle, WI, Baraboo, Sauk County
57207,city,Falconer, NY, Jamestown-Dunkirk-Fredonia, Chautauqua County
57198,city,Emigsville, PA, York-Hanover, York County
57197,city,Elwell, MI, Alma, Gratiot County
57196,city,Elmo, MT, Lake County,
57195,city,Ellison Bay, WI, Door County,
5719,city,Lucedale, MS, George County,
57188,city,Ellsworth, KS, Ellsworth County,
57186,city,Frankford, MO, Pike County,
57185,city,Altavista, VA, Lynchburg, Campbell County
57184,city,Colliers, WV, Weirton-Steubenville, Brooke County
57183,city,Dexter City, OH, Noble County,
57181,city,Daisytown, PA, Johnstown, Cambria County
57180,city,Cross City, FL, Dixie County,
5718,city,Lucasville, OH, Portsmouth, Scioto County
57177,city,North Redington Beach, FL, Tampa-St. Petersburg-Clearwater, Pinellas County
57176,city,North Branch, MI, Detroit-Warren-Dearborn, Lapeer County
57174,city,Nichols, IA, Muscatine, Muscatine County
57170,city,Durbin, WV, Pocahontas County,
5717,city,Lucas, IA, Lucas County,
57169,city,Dunnville, KY, Casey County,
57168,city,Dugspur, VA, Carroll County,
57167,city,Drury, MO, Ozark County,
57165,city,Douglas, AL, Albertville, Marshall County
57164,city,Dixie, GA, Valdosta, Brooks County
57163,city,Dexter, MN, Austin, Mower County
57162,city,Delmar, IA, Clinton, Clinton County
57159,city,Bozrah, CT, Norwich-New London, New London County
57158,city,Dakota City, NE, Sioux City, Dakota County
57157,city,Archer, IA, O Brien County,
57155,city,Clarence, MO, Shelby County,
57153,city,Chapman, KS, Dickinson County,
57151,city,Casar, NC, Shelby, Cleveland County
57150,city,Cape Charles, VA, Northampton County,
57149,city,Nashwauk, MN, Grand Rapids, Itasca County
57147,city,Mount Vernon, IN, Evansville, Posey County
57144,city,De Smet, SD, Kingsbury County,
57143,city,Danville, WA, Ferry County,
57142,city,Curryville, MO, Pike County,
5714,city,Lower Paxton Township, PA, Harrisburg-Carlisle, Dauphin County
57136,city,Big Clifty, KY, Grayson County,
57134,city,Woodway, WA, Seattle-Tacoma-Bellevue, Snohomish County
57133,city,Woodland, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
57132,city,Wildomar, CA, Riverside-San Bernardino-Ontario, Riverside County
57131,city,White Post, VA, Winchester, Frederick County
57129,city,Brownwood, MO, Stoddard County,
57128,city,Brinnon, WA, Jefferson County,
57127,city,Brandywine, MD, Washington-Arlington-Alexandria, Prince Georges County
57126,city,Bluebell, UT, Duchesne County,
57125,city,Berger, MO, St. Louis, Franklin County
57124,city,Coram, NY, New York-Newark-Jersey City, Suffolk County
57123,city,Como, NC, Hertford County,
57122,city,Cobb, GA, Americus, Sumter County
57120,city,Wathena, KS, St. Joseph, Doniphan County
5712,city,Lowell, WI, Beaver Dam, Dodge County
57117,city,Votaw, TX, Beaumont-Port Arthur, Hardin County
57116,city,Van, TX, Van Zandt County,
57111,city,Twin Bridges, MT, Madison County,
57110,city,Bakersville, NC, Mitchell County,
5711,city,Lovelock, NV, Pershing County,
57108,city,Atglen, PA, Philadelphia-Camden-Wilmington, Chester County
57107,city,Ardmore, AL, Huntsville, Limestone County
57105,city,Amherstdale, WV, Logan, Logan County
57100,city,Meggett, SC, Charleston-North Charleston, Charleston County
5710,city,Loveland, OH, Cincinnati, Clermont County
57097,city,Maxwell, CA, Colusa County,
57092,city,Clay, AL, Birmingham-Hoover, Jefferson County
5709,city,Louisville, KS, Manhattan, Pottawatomie County
57089,city,Cheriton, VA, Northampton County,
57088,city,Chelsea, MI, Ann Arbor, Washtenaw County
57086,city,Chandler, OK, Oklahoma City, Lincoln County
57083,city,Center Point, TX, Kerrville, Kerr County
5708,city,Louin, MS, Laurel, Jasper County
57068,city,Madbury, NH, Boston-Cambridge-Newton, Strafford County
57066,city,Luray, SC, Hampton County,
57064,city,Loganton, PA, Lock Haven, Clinton County
57063,city,Cedar Grove, NC, Durham-Chapel Hill, Orange County
57062,city,Carroll, NH, Berlin, Coos County
57061,city,Captiva, FL, Cape Coral-Fort Myers, Lee County
5706,city,Lotus, CA, Sacramento--Roseville--Arden-Arcade, El Dorado County
57059,city,Canaan, ME, Somerset County,
57057,city,Cambridge City, IN, Richmond, Wayne County
57056,city,Cabin Creek, WV, Charleston, Kanawha County
57054,city,Butte Falls, OR, Medford, Jackson County
57051,city,Buras, LA, New Orleans-Metairie, Plaquemines Parish
57049,city,Shippingport, PA, Pittsburgh, Beaver County
57046,city,Scroggins, TX, Franklin County,
57044,city,Taylor, ND, Dickinson, Stark County
57042,city,Sutherland, IA, O Brien County,
57041,city,Summit Lake, WI, Langlade County,
57039,city,Sulphur Springs, AR, Fayetteville-Springdale-Rogers, Benton County
57037,city,Stoneboro, PA, Youngstown-Warren-Boardman, Mercer County
57036,city,Stitzer, WI, Platteville, Grant County
57033,city,Lithium, MO, Perry County,
57030,city,Layton, UT, Ogden-Clearfield, Davis County
5703,city,Lost City, WV, Hardy County,
57029,city,Laurens, IA, Pocahontas County,
57027,city,Bradford, OH, Greenville, Darke County
57025,city,Rush, CO, Colorado Springs, El Paso County
57024,city,Rogers, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
57023,city,Rochester, WA, Olympia-Tumwater, Thurston County
57020,city,Richton, MS, Hattiesburg, Perry County
5702,city,Los Alamos, NM, Los Alamos County,
57019,city,Richfield Springs, NY, Oneonta, Otsego County
57014,city,Puposky, MN, Bemidji, Beltrami County
57012,city,Shell Knob, MO, Branson, Stone County
57011,city,Shamong Township, NJ, Philadelphia-Camden-Wilmington, Burlington County
5701,city,Loretto, MN, Minneapolis-St. Paul-Bloomington, Hennepin County
57009,city,Seney, MI, Schoolcraft County,
57007,city,Scottsville, NY, Rochester, Monroe County
57006,city,Lampasas, TX, Killeen-Temple, Lampasas County
57005,city,Laceys Spring, AL, Decatur, Morgan County
57004,city,La Prairie, IL, Quincy, Adams County
57000,city,Bloomfield, NY, Rochester, Ontario County
5700,city,Lore City, OH, Cambridge, Guernsey County
56999,city,Bloomery, WV, Winchester, Hampshire County
56998,city,Bentley, MI, Bay City, Bay County
56997,city,Beltrami, MN, Grand Forks, Polk County
56993,city,Pauline, SC, Spartanburg, Spartanburg County
56991,city,Turin, IA, Monona County,
5699,city,Lordstown, OH, Youngstown-Warren-Boardman, Trumbull County
56989,city,Traskwood, AR, Little Rock-North Little Rock-Conway, Saline County
56988,city,Toyah, TX, Pecos, Reeves County
56986,city,Thorsby, AL, Birmingham-Hoover, Chilton County
56981,city,Jenkintown, PA, Philadelphia-Camden-Wilmington, Montgomery County
56980,city,Jefferson, MD, Washington-Arlington-Alexandria, Frederick County
56974,city,Barataria, LA, New Orleans-Metairie, Jefferson Parish
56972,city,Baldwin, LA, Morgan City, Saint Mary Parish
56969,city,North Hero, VT, Burlington-South Burlington, Grand Isle County
56964,city,Staples, MN, Todd County,
56963,city,South Roxana, IL, St. Louis, Madison County
56958,city,Indianola, WA, Bremerton-Silverdale, Kitsap County
56957,city,Hoyt Lakes, MN, Duluth, Saint Louis County
56956,city,Hope Mills, NC, Fayetteville, Cumberland County
56955,city,Hood, VA, Madison County,
56954,city,Holloman AFB, NM, Alamogordo, Otero County
56953,city,Atlanta, LA, Winn Parish,
56952,city,Arrow Rock, MO, Marshall, Saline County
56947,city,Millstone, WV, Calhoun County,
56944,city,McKinley, MN, Duluth, Saint Louis County
56943,city,Marysville, IN, Louisville/Jefferson County, Clark County
