Year-Month,Date Interest,Days On Market
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,11/2/2017,
,11/9/2017,
,11/16/2017,
,11/22/2017,
,11/30/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,12/21/2017,
,12/28/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,1/12/2017,
,1/19/2017,
,1/26/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,2/2/2017,
,2/9/2017,
,2/16/2017,
,2/23/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,3/2/2017,
,3/9/2017,
,3/16/2017,
,3/23/2017,
,3/30/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,4/6/2017,
,4/13/2017,
,4/20/2017,
,4/27/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,5/4/2017,
,5/11/2017,
,5/18/2017,
,5/25/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,6/1/2017,
,6/8/2017,
,6/15/2017,
,6/22/2017,
,6/29/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
,7/6/2017,
,7/13/2017,
,7/20/2017,
,7/27/2017,
